Foundation EIN,Foundation name,Foundation city,Foundation state,Foundation county,Foundation.Year formed,Foundation.Most recent tax filings,"Foundation.NTEE code, primary","Foundation.NAICS code, primary",Foundation.Total revenues,Foundation.Total liabilities,Foundation revenues,Foundation assets,Foundation Grant geographic focus,Foundation Total num. grants made,Grant recipient EIN,Grant recipient name,Grant amounts,Fiscal year when grants made,Recipient.Street address,Recipient.City,Recipient.Zip code,Recipient.County,Recipient.Year formed,Recipient.Most recent tax filings,"Recipient.NTEE code, primary","Recipient.NAICS code, primary",Recipient.Has full-time employees,Recipient.Has endowment support,Recipient.Federal funding types,Recipient.Total assets,Recipient.Total revenues,Recipient.Total liabilities,Recipient.Total expenses,Recipient.Number of grants made,Recipient.Median grant amount
33-0748536,Inland Empire Community Foundation,"Riverside, California",CA,"Riverside County, California",1997,12/1/2023,T31: Community Foundations,813211: Grantmaking Foundations,41121733,24139502,41121733,136860693,Metro,311,33-0938212,Congregations Organized for Prophetic Engagement,212500,12/1/2023,1505 W Highland Ave 1,San Bernardino,92411,"San Bernardino County, California",2000,6/1/2023,X20: Christian,813110: Religious Organizations,Yes,No,,9194004,6022187,152292,2107705,8,8900
33-0748536,Inland Empire Community Foundation,"Riverside, California",CA,"Riverside County, California",1997,12/1/2023,T31: Community Foundations,813211: Grantmaking Foundations,41121733,24139502,41121733,136860693,Metro,311,56-2497243,The Empowerment Center,210000,12/1/2023,27262 Via Industria,Temecula,92590,"Riverside County, California",2005,12/1/2023,X20: Christian,624110: Child and Youth Services,No,No,,713187,1198187,322189,960417,1,12062
33-0748536,Inland Empire Community Foundation,"Riverside, California",CA,"Riverside County, California",1997,12/1/2023,T31: Community Foundations,813211: Grantmaking Foundations,41121733,24139502,41121733,136860693,Metro,311,95-3464835,Mizell Center,206702,12/1/2023,480 S Sunrise Way,Palm Springs,92262,"Riverside County, California",1980,6/1/2024,P81: Senior Centers and Services,624120: Services for the Elderly and People with Disabilities,Yes,Yes,,2104934,3254134,277292,3670894,,
33-0748536,Inland Empire Community Foundation,"Riverside, California",CA,"Riverside County, California",1997,12/1/2023,T31: Community Foundations,813211: Grantmaking Foundations,41121733,24139502,41121733,136860693,Metro,311,30-0779014,Sigma Beta Xi,205000,12/1/2023,12125 Day St E303,Moreno Valley,92557,"Riverside County, California",2010,12/1/2023,"B83: Student Sororities, Fraternities",813410: Civic and Social Organizations,Yes,No,,5515588,3326386,4124796,2590421,4,203
95-2567237,Desert Healthcare Foundation,"Palm Springs, California",CA,"Riverside County, California",1948,6/1/2024,E11: Health Care Single Organization Support,621: Outpatient Health Care Practitioners and Facilities,2870587,526854,2870587,5634161,Metro,20,33-0552297,El Sol Neighborhood Educational Center,201627,6/1/2024,PO Box 449,San Bernardino,92404,"San Bernardino County, California",1994,12/1/2023,B90: Educational Services,624190: Individual and Family Services,Yes,No,Project grant; Grant; Cooperative agreement; Sub-grant,20071641,14852124,6608231,9903893,,
52-1757452,HN and Frances C Berger Foundation,"Palm Desert, California",CA,"Riverside County, California",1996,12/1/2023,T20: Private Foundations,813211: Grantmaking Foundations,27759670,2040450,27759670,489101990,Metro,121,71-0908497,Xavier College Preparatory High School,200000,12/1/2023,34200 Cook St,Palm Desert,92211,"Riverside County, California",2000,6/1/2023,B25: High School,611110: Elementary and Secondary Schools,Yes,No,,43726353,9597329,8478069,11218501,,
33-0748536,Inland Empire Community Foundation,"Riverside, California",CA,"Riverside County, California",1997,12/1/2023,T31: Community Foundations,813211: Grantmaking Foundations,41121733,24139502,41121733,136860693,Metro,311,45-2255077,Csusb Philanthropic Foundation,200000,12/1/2023,5500 University Pkwy,San Bernardino,92407,"San Bernardino County, California",2011,6/1/2023,T30: Public Foundations,813211: Grantmaking Foundations,No,Yes,,72317545,4913987,2700232,5099645,1,1673505
33-0748536,Inland Empire Community Foundation,"Riverside, California",CA,"Riverside County, California",1997,12/1/2023,T31: Community Foundations,813211: Grantmaking Foundations,41121733,24139502,41121733,136860693,Metro,311,33-0122847,Making Hope Happen Foundation,200000,12/1/2023,PO Box 1234,San Bernardino,92402,"San Bernardino County, California",2006,6/1/2023,B90: Educational Services,813211: Grantmaking Foundations,Yes,Yes,,2920086,1539517,540843,1304167,2,37500
45-5125583,League of California Community Foundations,"Hesperia, California",CA,"San Bernardino County, California",1994,12/1/2024,S50: Nonprofit Management,813910: Trade Associations,3559363,73282,3559363,3235221,State,22,33-0748536,Inland Empire Community Foundation,200000,12/1/2024,3700 Sixth St 200,Riverside,92501,"Riverside County, California",1997,12/1/2023,T31: Community Foundations,813211: Grantmaking Foundations,Yes,Yes,,136860693,41121733,24139502,34281398,311,25250
95-2567237,Desert Healthcare Foundation,"Palm Springs, California",CA,"Riverside County, California",1948,6/1/2024,E11: Health Care Single Organization Support,621: Outpatient Health Care Practitioners and Facilities,2870587,526854,2870587,5634161,Metro,20,33-0452541,Desert Sands Unified School District Educational Foundation,199929,6/1/2024,PO Box 6584,La Quinta,92248,"Riverside County, California",2012,4/1/2024,B84: Alumni Associations,813211: Grantmaking Foundations,No,No,,174870,173933,0,101112,,
33-0748536,Inland Empire Community Foundation,"Riverside, California",CA,"Riverside County, California",1997,12/1/2023,T31: Community Foundations,813211: Grantmaking Foundations,41121733,24139502,41121733,136860693,Metro,311,46-4126845,Green Room Theatre Company,199780,12/1/2023,74300 Old Prospector Trail,Palm Desert,92260,"Riverside County, California",2013,7/1/2024,A65: Theater,711110: Theater Companies and Dinner Theaters,Yes,No,,178603,513689,0,419422,,
33-0748536,Inland Empire Community Foundation,"Riverside, California",CA,"Riverside County, California",1997,12/1/2023,T31: Community Foundations,813211: Grantmaking Foundations,41121733,24139502,41121733,136860693,Metro,311,45-2287926,Warehouse Worker Resource Center,187500,12/1/2023,521 N Euclid Ave,Ontario,91762,"San Bernardino County, California",2011,12/1/2023,"B70: Libraries, Library Science",813920: Professional Associations,Yes,No,,3416337,3312750,305071,3374474,,
95-2567237,Desert Healthcare Foundation,"Palm Springs, California",CA,"Riverside County, California",1948,6/1/2024,E11: Health Care Single Organization Support,621: Outpatient Health Care Practitioners and Facilities,2870587,526854,2870587,5634161,Metro,20,33-0552297,El Sol Neighborhood Educational Center,183170,6/1/2023,PO Box 449,San Bernardino,92404,"San Bernardino County, California",1994,12/1/2023,B90: Educational Services,624190: Individual and Family Services,Yes,No,Project grant; Grant; Cooperative agreement; Sub-grant,20071641,14852124,6608231,9903893,,
33-0833774,Mike and Linda Van Daele Family Foundation,"Corona, California",CA,"Riverside County, California",1999,12/1/2024,T20: Private Foundations,813211: Grantmaking Foundations,825052,0,825052,240224,Metro,27,33-0530896,Baja Christian Ministries,182000,12/1/2024,4195 Chino Hills Pkwy 390,Chino Hills,91709,"San Bernardino County, California",1993,12/1/2023,X30: Jewish,813110: Religious Organizations,Yes,No,,247440,1518277,2976,1548155,,
95-2567237,Desert Healthcare Foundation,"Palm Springs, California",CA,"Riverside County, California",1948,6/1/2024,E11: Health Care Single Organization Support,621: Outpatient Health Care Practitioners and Facilities,2870587,526854,2870587,5634161,Metro,20,33-0572113,Riverside County Latino Commission on Alcohol and Drug Abuse Services,181650,6/1/2023,1612 1st St,Coachella,92236,"Riverside County, California",1991,6/1/2023,"F20: Alcohol, Drug, and Substance Abuse, Dependency Prevention and Treatment",621: Outpatient Health Care Practitioners and Facilities,Yes,No,,5565043,10647379,356265,8234603,,
33-0748536,Inland Empire Community Foundation,"Riverside, California",CA,"Riverside County, California",1997,12/1/2023,T31: Community Foundations,813211: Grantmaking Foundations,41121733,24139502,41121733,136860693,Metro,311,81-3582112,Power Speaks Louder,180000,12/1/2023,25569 Los Cabos Dr,Moreno Valley,92551,"Riverside County, California",2016,6/1/2024,P20: Human Service Organizations,624110: Child and Youth Services,No,No,,85506,257798,21540,193832,,
33-0748536,Inland Empire Community Foundation,"Riverside, California",CA,"Riverside County, California",1997,12/1/2023,T31: Community Foundations,813211: Grantmaking Foundations,41121733,24139502,41121733,136860693,Metro,311,33-0777892,Martha's Village and Kitchen,177491,12/1/2023,83-791 Date Ave,Indio,92201,"Riverside County, California",1997,12/1/2024,P20: Human Service Organizations,62422: Community Housing Services,Yes,Yes,Formula grant; Grant; Sub-grant,15011613,12097601,6178024,11700562,,
33-0748536,Inland Empire Community Foundation,"Riverside, California",CA,"Riverside County, California",1997,12/1/2023,T31: Community Foundations,813211: Grantmaking Foundations,41121733,24139502,41121733,136860693,Metro,311,95-2993847,Riverside Community College District Foundation,175992,12/1/2023,PO Box 907,Riverside,92502,"Riverside County, California",1976,6/1/2024,B11: Education Single Organization Support,813211: Grantmaking Foundations,No,Yes,,22178903,2519834,327593,1847658,,
95-6044472,Bourns Foundation,"Riverside, California",CA,"Riverside County, California",1959,11/1/2024,T21: Corporate foundations,813211: Grantmaking Foundations,255084,0,255084,125202,Metro,11,26-1542065,Riverside Community Services Foundation,169171,11/1/2024,6927 Magnolia Ave 2nd Floor,Riverside,92506,"Riverside County, California",2007,6/1/2023,L11: Housing and Shelter Single Organization Support,813211: Grantmaking Foundations,No,Yes,,1100196,466700,0,38399,,
33-0748536,Inland Empire Community Foundation,"Riverside, California",CA,"Riverside County, California",1997,12/1/2023,T31: Community Foundations,813211: Grantmaking Foundations,41121733,24139502,41121733,136860693,Metro,311,33-0072922,Feeding America Riverside San Bernardino Counties,168500,12/1/2023,2950 Jefferson St B,Riverside,92504,"Riverside County, California",1980,6/1/2024,"K31: Food Banks, Food Pantries",624210: Community Food Services,Yes,No,Formula grant; Grant; Cooperative agreement; Sub-grant,20417376,71121063,882810,70252087,,
33-0748536,Inland Empire Community Foundation,"Riverside, California",CA,"Riverside County, California",1997,12/1/2023,T31: Community Foundations,813211: Grantmaking Foundations,41121733,24139502,41121733,136860693,Metro,311,33-0326090,Operation Safehouse House,161189,12/1/2023,9685 Hayes St,Riverside,92503,"Riverside County, California",1988,6/1/2024,"L41: Homeless, Temporary Shelter",62422: Community Housing Services,Yes,No,,8541354,6342775,6318715,5549246,,
33-0748536,Inland Empire Community Foundation,"Riverside, California",CA,"Riverside County, California",1997,12/1/2023,T31: Community Foundations,813211: Grantmaking Foundations,41121733,24139502,41121733,136860693,Metro,311,95-3265946,Riverside Arts Council,159000,12/1/2023,3700 6th St,Riverside,92501,"Riverside County, California",1977,6/1/2024,A26: Arts Council/Agency,"7113: Promoters of Performing Arts, Sports, and Similar Events",Yes,No,,306823,466356,92807,503525,10,20375
82-1342410,The Jack H Brown Family Foundation,"Riverside, California",CA,"Riverside County, California",2017,12/1/2024,T20: Private Foundations,813211: Grantmaking Foundations,7039423,6415,7039423,36715476,Metro,12,26-1236033,Stater Bros Charities,155000,12/1/2024,301 S Tippecanoe Ave,San Bernardino,92408,"San Bernardino County, California",2007,12/1/2023,P12: Human Services Fund Raising and Fund Distribution,813211: Grantmaking Foundations,No,Yes,,5373755,4259141,46579,5267910,42,50000
33-0547453,Regional Access Project Foundation,"Palm Desert, California",CA,"Riverside County, California",1992,6/1/2024,"S00: Community Improvement, Capacity Building: General",813211: Grantmaking Foundations,4204679,1031248,4204679,7296785,Metro,61,37-1704913,Riverside County Office of Education Foundation,153800,6/1/2023,3939 Thirteenth St,Riverside,92501,"Riverside County, California",2012,6/1/2024,"B82: Scholarships, Student Financial Aid Services",813211: Grantmaking Foundations,No,No,,598845,324521,260762,643673,1,10000
52-1757452,HN and Frances C Berger Foundation,"Palm Desert, California",CA,"Riverside County, California",1996,12/1/2023,T20: Private Foundations,813211: Grantmaking Foundations,27759670,2040450,27759670,489101990,Metro,121,26-0090283,American Association of Zoo Keepers / The Living Desert Reserve,150000,12/1/2023,47900 Portola Ave,Palm Desert,92260,"Riverside County, California",1992,12/1/2024,"D30: Wildlife Preservation, Protection",813920: Professional Associations,No,No,,,,,,,
58-1888280,The Rauch Family Foundation,"Upland, California",CA,"San Bernardino County, California",1990,12/1/2023,T20: Private Foundations,813211: Grantmaking Foundations,9318034,5923183,9318034,108090000,Metro,58,33-0802554,Hope Through Housing Foundation,150000,12/1/2023,9692 Haven Ave Suite 100,Rancho Cucamonga,91730,"San Bernardino County, California",1998,12/1/2023,L80: Housing Support Services,62422: Community Housing Services,Yes,No,Project grant; Grant,6081844,7649912,889422,7459106,,
33-0748536,Inland Empire Community Foundation,"Riverside, California",CA,"Riverside County, California",1997,12/1/2023,T31: Community Foundations,813211: Grantmaking Foundations,41121733,24139502,41121733,136860693,Metro,311,90-0455003,Starting Over,150000,12/1/2023,6355 Riverside Ave Suite 100,Riverside,92506,"Riverside County, California",2009,12/1/2023,"L41: Homeless, Temporary Shelter",62422: Community Housing Services,Yes,No,,3665967,4778072,1138536,3921093,,
33-0748536,Inland Empire Community Foundation,"Riverside, California",CA,"Riverside County, California",1997,12/1/2023,T31: Community Foundations,813211: Grantmaking Foundations,41121733,24139502,41121733,136860693,Metro,311,33-0879304,Joshua Tree Living Arts,150000,12/1/2023,PO Box 878,Joshua Tree,92252,"San Bernardino County, California",2000,12/1/2024,"A20: Arts, Cultural Organizations","7113: Promoters of Performing Arts, Sports, and Similar Events",No,No,,337269,309465,0,251539,1,177000
33-0748536,Inland Empire Community Foundation,"Riverside, California",CA,"Riverside County, California",1997,12/1/2023,T31: Community Foundations,813211: Grantmaking Foundations,41121733,24139502,41121733,136860693,Metro,311,36-4672694,Rising Stars Business Academy,150000,12/1/2023,25000 Town Cir Ste 2099,Moreno Valley,92553,"Riverside County, California",2010,12/1/2023,"O50: Youth Development Programs, Other",6116: Other Schools and Instruction,Yes,No,Grant; Block grant; Sub-grant; Formula grant; Project grant,224719,1126858,322979,1064742,,
84-2411420,Impact Through Golf Foundation,"La Quinta, California",CA,"Riverside County, California",2019,6/1/2023,"N60: Amateur Sports Clubs, Leagues","7113: Promoters of Performing Arts, Sports, and Similar Events",11007920,3003738,11007920,3152786,Metro,34,33-0777892,Martha's Village and Kitchen,150000,6/1/2023,83-791 Date Ave,Indio,92201,"Riverside County, California",1997,12/1/2024,P20: Human Service Organizations,62422: Community Housing Services,Yes,Yes,Formula grant; Grant; Sub-grant,15011613,12097601,6178024,11700562,,
84-2411420,Impact Through Golf Foundation,"La Quinta, California",CA,"Riverside County, California",2019,6/1/2023,"N60: Amateur Sports Clubs, Leagues","7113: Promoters of Performing Arts, Sports, and Similar Events",11007920,3003738,11007920,3152786,Metro,34,33-0777892,Martha's Village and Kitchen,150000,6/1/2023,83-791 Date Ave,Indio,92201,"Riverside County, California",1997,12/1/2024,P20: Human Service Organizations,62422: Community Housing Services,Yes,Yes,Formula grant; Grant; Sub-grant,15011613,12097601,6178024,11700562,,
