EIN,Org name,Acronym,Website URL,Street address,City,Zip code,County,Year formed,Most recent tax filings,"NTEE code, primary","NAICS code, primary",California FTB status revoked,Has full-time employees,Has endowment support,Federal funding types,Total assets,Total revenues,Number of grants received,"Total grants, contributions, etc.: Percent of revenues",Total liabilities,Total expenses,Total general management expenses: Percent of expenses,Total program-related expenses: Percent of expenses,"All salaries, compensation, and employee benefits: Percent of expenses",Number of grants made,Median grant amount
82-4308876,California Indian Nations College,,https://cincollege.org/,75080 Frank Sinatra Dr,Palm Desert,92211,"Riverside County, California",2018,6/1/2023,B42: Undergraduate College (4-year),611210: Community Colleges and Junior Colleges,No,Yes,No,,7351720,8906072,2,99.85925333,53204,2421343,41.03863021,53.67033915,69.68525318,1,10000
95-3858272,Loma Linda Mercantile,,,197 E Caroline St 2100,San Bernardino,92408,"San Bernardino County, California",1983,6/1/2023,E60: Health Support Services,624190: Individual and Family Services,No,No,No,,7550919,1705442118,0,0,8013709,1705413499,0,100,0,,
91-2143250,Redlands Community Foundation,,https://www.redlandscf.org/,PO Box 8908,Redlands,92375,"San Bernardino County, California",2001,6/1/2023,T31: Community Foundations,813211: Grantmaking Foundations,No,Yes,Yes,,7675631,850709,5,43.67815551,0,677842,5.582864443,94.41713556,2.741346804,5,49949
23-7211881,Jewish Federation of Palm Springs and Desert Area,,http://www.jfedps.org/,69710 Hwy 111,Rancho Mirage,92270,"Riverside County, California",1960,6/1/2023,X30: Jewish,813410: Civic and Social Organizations,No,Yes,Yes,,8078386,2247263,54,90.31533025,1701249,2162290,20.21574349,68.92188374,31.00911534,16,58750
75-1006381,ABC Recovery Center,,https://abcrecoverycenter.org/,44359 Palm St,Indio,92201,"Riverside County, California",1963,6/1/2023,"F20: Alcohol, Drug, and Substance Abuse, Dependency Prevention and Treatment",621: Outpatient Health Care Practitioners and Facilities,No,Yes,Yes,,8372480,7635407,8,3.672155263,599354,7396918,2.885039418,96.37995176,67.44554962,,
33-0276892,Animal Friends of the Valleys,,https://www.afv.org/,33751 Mission Trail,Wildomar,92595,"Riverside County, California",1987,6/1/2023,D20: Animal Protection and Welfare,"813312: Environment, Conservation, and Wildlife Organizations",No,Yes,No,,8543733,6580860,9,15.30915412,2123608,5868901,7.251170194,88.86583706,65.62625609,,
33-0938212,Congregations Organized for Prophetic Engagement,,https://copesite.org/,1505 W Highland Ave 1,San Bernardino,92411,"San Bernardino County, California",2000,6/1/2023,X20: Christian,813110: Religious Organizations,No,Yes,No,,9194004,6022187,22,99.86833687,152292,2107705,42.25861779,56.93823377,65.28982946,8,8900
33-0440691,Caritas Telecommunications,,,1201 E Highland Ave,San Bernardino,92404,"San Bernardino County, California",1989,6/1/2023,"X80: Religious Media, Communications Organizations",51512: Television Broadcasting,No,No,Yes,,10441644,1100196,0,75.55844595,27309,1660325,7.602005631,92.39799437,0,1,0
33-0461804,Habitat for Humanity - Inland Valley HFH,,http://www.habitativ.org/,41615 Winchester Rd 214,Temecula,92590,"Riverside County, California",1992,6/1/2023,"L20: Housing Development, Construction, Management",62422: Community Housing Services,No,Yes,No,Formula grant; Project grant; Grant; Sub-grant,10447019,4961288,5,10.44994767,3759814,4449228,3.019063082,92.95563185,46.71122721,,
95-2914237,Cedar Housing Life Change Center,,https://www.cedarhouse.org/,18612 Santa Ana Ave,Bloomington,92316,"San Bernardino County, California",1973,6/1/2023,I20: Crime Prevention,623220: Residential Mental Health and Substance Abuse Facilities,No,Yes,No,,11064817,10210651,4,98.18735358,6644459,9662400,13.61518877,86.08340578,69.03781669,,
47-2207167,Fontana Foundation of Hope,,http://www.fontanahope.org/,PO Box 473,Fontana,92334,"San Bernardino County, California",2015,6/1/2023,T20: Private Foundations,813211: Grantmaking Foundations,No,No,No,,11296646,179977,0,0,0,1039362,,,12.97103415,25,5000
95-3382683,Annenberg Center for Health Sciences at Eisenhower,,https://www.annenberg.net/,39000 Bob Hope Dr,Rancho Mirage,92270,"Riverside County, California",1979,6/1/2023,E60: Health Support Services,813212: Health and Disease Research Fundraising Organizations,No,Yes,Yes,,16031625,6451221,21,74.7419442,3645132,5569402,14.2506682,85.7493318,50.45387279,,
82-5258187,Lift To Rise,,https://lifttorise.org/,73-710 Fred Waring Dr 100 Ste 100,Palm Desert,92260,"Riverside County, California",2018,6/1/2023,P20: Human Service Organizations,62422: Community Housing Services,No,Yes,No,,18507666,34532631,7,97.52279807,957906,17902377,4.154141095,95.5965624,15.20846645,4,187500
46-5056625,Desert College Financing Corporation,,,45524 Oasis St,Indio,92201,"Riverside County, California",2014,6/1/2023,S40: Business and Industry,522120: Savings Institutions,No,No,No,,18883316,948411,0,100,18212150,277245,0,100,0,,
20-8603402,Encore Education Corporation,,https://triplesevendesign.com/encore-high-school/,16955 Lemon St,Hesperia,92345,"San Bernardino County, California",2007,6/1/2023,B29: Charter Schools,611110: Elementary and Secondary Schools,No,Yes,No,Formula grant; Grant; Sub-grant,21779183,12251762,0,99.15235866,17240253,10218651,28.29954756,71.70045244,59.00114408,,
94-3187012,Caufield Family Foundation,,,1415 N Camino Centro,Palm Springs,92262,"Riverside County, California",1993,6/1/2023,T20: Private Foundations,813211: Grantmaking Foundations,No,No,No,,21983368,1972184,0,61.75919691,900000,283196,,,0,9,30000
47-3315241,The Barbara Sinatra Childrens Center Foundation,,http://bsccfoundation.org/,39000 Bob Hope Dr,Rancho Mirage,92270,"Riverside County, California",2015,6/1/2023,P11: Human Services Single Organization Support,813211: Grantmaking Foundations,No,No,Yes,,23665046,825431,4,0,508940,2284812,9.369436085,82.86970657,0,1,1400000
95-1803694,Family Service Association,,https://www.fsaca.org/,21250 Box Springs Rd 215,Moreno Valley,92557,"Riverside County, California",1953,6/1/2023,P40: Family Services,624190: Individual and Family Services,No,Yes,No,Formula grant; Block grant; Grant; Sub-grant,24725931,28674149,3,98.50049604,18818244,24312744,1.910463089,98.08953691,59.79265853,,
95-3804495,Loma Linda University Health / Lluh,,https://lluh.org/,197 E Caroline St 2100,San Bernardino,92408,"San Bernardino County, California",1982,6/1/2023,E21: Community Health Systems,813110: Religious Organizations,No,Yes,Yes,Project grant; Grant; Sub-grant,26145975,40006208,4,0,8156512,40006208,1.325301813,96.86308935,46.59529591,,
95-6067343,University Enterprises Corporation at CSUSB,UEC,https://www.csusb.edu/university-enterprises-corporation,5500 University Pkwy,San Bernardino,92407,"San Bernardino County, California",1962,6/1/2023,B80: Student Services and Organizations of Students,"5416: Professional, Scientific, and Technical Services",No,Yes,No,Cooperative agreement; Contract; Formula grant; Block grant; Definitive contract; Sub-grant; Project grant; Grant,34429444,44216193,16,92.66363117,22883870,42690924,-0.888741598,100.8887416,51.98062942,,
33-0429170,Beaumont Usd Public Facilities Corporation,,,350 W Brookside Ave,Beaumont,92223,"Riverside County, California",1990,6/1/2023,W80: Public Utilities,5313: Real Estate Services,No,No,No,,35342053,3105490,0,0,1936176,3731127,0,100,0,,
95-1809576,Palm Springs Art Museum,,https://www.psmuseum.org/,101 N Museum Dr,Palm Springs,92262,"Riverside County, California",1938,6/1/2023,A51: Art Museums,"7121: Museums, Historical Sites, and Similar Institutions",No,Yes,Yes,Project grant; Grant,38254186,7371016,73,77.06728625,773422,7839352,18.84137873,74.98355731,52.76010058,,
95-1801279,Idyllwild Arts Foundation,,https://idyllwildarts.org/,PO Box 38,Idyllwild,92549,"Riverside County, California",1946,6/1/2023,"A25: Arts Education, Schools of Art",711130: Musical Groups and Artists,No,Yes,Yes,Direct payment; Grant,43047430,29385970,9,27.8114556,12958080,31950157,9.593430167,82.81353985,35.70091064,,
95-3829219,College of the Desert Foundation,,https://codfoundation.org/contact-us/,43500 Monterey Ave,Palm Desert,92260,"Riverside County, California",1983,6/1/2023,B11: Education Single Organization Support,813211: Grantmaking Foundations,No,Yes,Yes,,52675648,3477705,32,73.79593726,375942,3202927,12.96685813,81.70732583,33.30681592,1,519731
45-2255077,Csusb Philanthropic Foundation,,https://www.csusb.edu/philanthropic-foundation/contact-foundation,5500 University Pkwy,San Bernardino,92407,"San Bernardino County, California",2011,6/1/2023,T30: Public Foundations,813211: Grantmaking Foundations,No,No,Yes,,72317545,4913987,25,80.69720168,2700232,5099645,9.641161297,90.3588387,0,1,1673505
46-4141445,California University of Science and Medicine,,https://cusm.edu/,1501 Violet St,Colton,92324,"San Bernardino County, California",2012,6/1/2023,"B50: Graduate, Professional Schools",6116: Other Schools and Instruction,No,Yes,No,Direct loan; Contract; Basic Ordering Agreement (BOA); Delivery order; Loan,74341533,53190310,2,18.99085943,60854736,43172303,27.54026812,72.45973188,46.99371956,,
33-0068583,DAP Health,DAP,,1695 N Sunrise Way,Palm Springs,92262,"Riverside County, California",1984,6/1/2023,"E32: Ambulatory Health Center, Community Clinic",621: Outpatient Health Care Practitioners and Facilities,No,Yes,No,Cooperative agreement; Project grant; Sub-grant; Formula grant; Grant,84634507,90411659,47,24.31792453,19793388,81187193,6.722927346,83.52412184,31.43294904,,
20-0909475,Olivet University,,https://www.olivetuniversity.edu/,36401 Tripp Flats Rd,Anza,92539,"Riverside County, California",2004,6/1/2023,B42: Undergraduate College (4-year),"611310: Colleges, Universities, and Professional Schools",No,Yes,No,,85017014,14579769,3,97.16037339,23934603,14698300,27.57035167,71.38684066,26.98058959,6,25250
33-0664371,Sac Health System,,https://www.sachealth.org/,250 S G St,San Bernardino,92410,"San Bernardino County, California",1995,6/1/2023,E21: Community Health Systems,621: Outpatient Health Care Practitioners and Facilities,No,Yes,Yes,Project grant; Direct payment; Sub-grant; Formula grant; Grant,122473721,110819273,2,17.33206281,60482175,102235102,38.63791421,61.17174021,49.36005639,3,20000
26-0271058,Lancer Educational Housing Corporation,,,8432 Magnolia Ave,Riverside,92504,"Riverside County, California",2007,6/1/2023,B80: Student Services and Organizations of Students,5313: Real Estate Services,No,No,No,,203973879,27331541,0,0,184078620,23379546,1.968673814,98.03132619,0,,
25-6774871,The Annenberg Foundation Trust at Sunnylands,,https://sunnylands.org/,37977 Bob Hope Dr,Rancho Mirage,92270,"Riverside County, California",2004,6/1/2023,T20: Private Foundations,813211: Grantmaking Foundations,No,Yes,No,,613405991,22616853,3,0,3007032,24530347,,,41.18624576,,
95-1890710,California Baptist University,CBU,https://calbaptist.edu/,8432 Magnolia Ave,Riverside,92504,"Riverside County, California",1954,6/1/2023,B42: Undergraduate College (4-year),"611310: Colleges, Universities, and Professional Schools",No,Yes,Yes,Direct loan; Cooperative agreement; Contract; Formula grant; Direct payment; Sub-grant; Sub-contract; Delivery order; Project grant; Loan; Grant,688267246,439711685,36,16.2842418,396218701,428916970,12.67017484,86.3814563,33.10203628,,
46-3214504,Loma Linda University Children's Hospital,,https://lluch.org/,197 E Caroline St 2100,San Bernardino,92408,"San Bernardino County, California",2013,6/1/2023,"E24: Hospital, Specialty",622: Hospitals,No,Yes,No,,988407903,675339021,7,0.372257329,448563250,619015231,23.46795793,76.05417499,50.48331291,,
95-3522679,Seventh-Day Adventists Loma Linda University Medical Center,,https://lluh.org/,197 E Caroline St 2100,Loma Linda,92354,"San Bernardino County, California",1980,6/1/2023,"E22: Hospital, General",622: Hospitals,No,Yes,No,Contract; Purchase order; Definitive contract; Sub-grant; Indefinite delivery contract (IDC); Sub-contract; Delivery order; Project grant; Grant,3304698702,1582242737,9,2.267277337,2377753577,1632799483,24.03502702,75.59857293,41.72466393,,
95-3537040,Elsinore Valley Water and Sewer Facilities Corporation,,,PO Box 3000,Lake Elsinore,92531,"Riverside County, California",1980,6/1/2023,"W00: Public Policy, Public Services Institutions: General","2213: Water, Sewage, and Air Systems",No,No,No,,0,2917,0,0,0,2917,0,100,0,,
33-0075217,Banning Public Facilities Corporation,,http://www.banning.ca.us/,99 E Ramsey St PO Box 998,Banning,92220,"Riverside County, California",1986,6/1/2023,W20: Government and Public Administration,926110: Economic Development Corporations and Economic Program Organizations,No,No,No,,0,0,0,0,0,0,,0,0,,
20-3752631,California State PTA - 5927 Victoria Magathan PTA,,,11411 Holly Rd,Adelanto,92301,"San Bernardino County, California",1943,6/1/2023,B94: Parent-Teacher Associations PTAs,813410: Civic and Social Organizations,No,No,No,,0,54997,0,0,0,47748,,0,0,,
13-4235107,Turn It Around Multi-Community,,,9839 Pebble Brook Dr,Moreno Valley,92557,"Riverside County, California",2003,6/1/2023,T20: Private Foundations,813211: Grantmaking Foundations,No,No,No,,0,0,0,0,0,0,,,0,,
01-0819786,Rotary Club of Apple Valley Foundation,,,PO Box 943,Apple Valley,92307,"San Bernardino County, California",2004,6/1/2023,S80: Community Service Clubs,813410: Civic and Social Organizations,No,No,No,,0,0,1,0,0,0,,0,0,,
33-0709250,Rancho Cucamonga Public Library Foundation,,http://www.cityofrc.us,12505 Cultural Dr,Rancho Cucamonga,91739,"San Bernardino County, California",1996,6/1/2023,"B70: Libraries, Library Science",51912: Libraries and Archives,No,No,No,,74,817210,0,98.30227237,0,897697,0.903645662,99.09635434,0,1,800000
33-0762884,Caring for the Hills,,http://caringforthehills.org/,15554 Cecelia St,Chino Hills,91709,"San Bernardino County, California",1997,6/1/2023,P60: Emergency Assistance,624190: Individual and Family Services,No,No,No,,791,137652,0,100,0,138976,,95.30710338,0,,
85-3178942,Bass Education,,https://bassedu.org/,500 Harrington St Ste C1,Corona,92878,"Riverside County, California",2023,6/1/2023,"B20: Elementary, Secondary Education",611710: Educational Support Services,No,No,No,,799,186306,0,9.124773223,28752,201931,,0,35.24124577,,
92-1155392,HHS Boys Volleyball,,,11800 Indiana Ave,Riverside,92503,"Riverside County, California",2023,6/1/2023,"N60: Amateur Sports Clubs, Leagues","713990: Amateur Sports, Youth Sports, and Recreational Services",No,No,No,,1319,1319,0,153.9044731,0,0,,0,0,,
33-0717794,The Scrap Gallery,,,31855 Date Palm Dr Ste 3-110,Cathedral City,92234,"Riverside County, California",1996,6/1/2023,C27: Recycling Programs,"813312: Environment, Conservation, and Wildlife Organizations",No,No,No,,1425,84074,3,100,18860,105027,,99.99904786,53.79854704,,
95-6095734,Rotary International - Barstow Irc Rotary Club,,,PO Box 684,Barstow,92312,"San Bernardino County, California",1958,6/1/2023,S80: Community Service Clubs,813410: Civic and Social Organizations,Yes,No,No,,1600,0,0,0,0,0,,0,0,,
27-4413788,Youthpower Community Solutions,,https://www.youthbuildinlandempire.org/,PO Box 9392,Ontario,91762,"San Bernardino County, California",2011,6/1/2023,"B28: Special Education Institutions, Programs",624110: Child and Youth Services,Yes,No,No,,1970,150822,0,0,0,150524,,1.244319843,15.94430124,,
82-0971060,Warrior Music Boosters,,,4355 Camino Real,Jurupa Valley,92509,"Riverside County, California",2017,6/1/2023,B11: Education Single Organization Support,813410: Civic and Social Organizations,No,No,No,,2215,142623,0,100,0,141531,4.285353901,74.25157739,0,,
84-2441366,Palm Springs Dance Project,,https://www.palmspringsdance.org/,677 S El Cielo Rd,Palm Springs,92264,"Riverside County, California",2021,6/1/2023,A62: Dance,711120: Dance Companies,No,No,No,,3039,49227,3,85.26012148,19300,74613,,72.10941793,12.02873494,,
20-1694150,Southwest Womens Chorus,,https://sites.google.com/view/southwestwomenschorus/home,29010 Calle Del Buho,Murrieta,92563,"Riverside County, California",2004,6/1/2023,"A60: Performing Arts Organizations, Activities",711130: Musical Groups and Artists,No,No,No,,3214,26896,2,91.65303391,0,24990,,78.71548619,0,,
23-7327305,California State PTA - 2472 Emerson Elementary PTA,,,4660 Ottawa Ave,Riverside,92507,"Riverside County, California",1943,6/1/2023,B94: Parent-Teacher Associations PTAs,813410: Civic and Social Organizations,No,No,No,,4781,33468,0,100,0,32399,,97.71597889,0,,
01-0854684,Bright Path Center,,,5225 Canyon Crest Dr Ste 71-413,Riverside,92507,"Riverside County, California",2005,6/1/2023,P33: Child Day Care,62422: Community Housing Services,No,Yes,No,,5171,409630,1,17.97475771,0,421563,16.77685186,81.56408413,10.97273717,,
27-0474277,Rotary Club of Mecca Binacional,,https://meccabinacionalrotary.org/,41402 Orange Pl,Hemet,92544,"Riverside County, California",2012,6/1/2023,S80: Community Service Clubs,813410: Civic and Social Organizations,No,No,No,,5633,6009,1,43.10201365,0,6536,0.087699516,0,0,,
